" Siege of Berlin"

Attacker,Georgian_Kingdom
Defender,Greenland
Winner,Nobody

Participant Logs,,,,,,Kill Logs,,,,,
Player,Damage,Kills,Deaths,KDR,,Time (h),Killer Side,Killer,Victim,Location
"",,,,,,20,Georgian_Kingdom,5EERGI,Xavlummea,"(2723.70, 59.41, -10705.96)"
"",,,,,,20,Greenland,Ezoteric_,RinneganPT,"(2721.70, 55.59, -10701.42)"
"",,,,,,20,Greenland,Ezoteric_,5EERGI,"(2721.30, 44.17, -10710.48)"
"",,,,,,20,Georgian_Kingdom,xKotaro,Coldballer78,"(2761.81, 64.27, -10682.80)"
"",,,,,,20,Georgian_Kingdom,xKotaro,___Allen,"(2770.70, 64.82, -10674.70)"
"",,,,,,20,Georgian_Kingdom,Offlined,TLCarnas,"(2745.17, 61.90, -10688.21)"
"",,,,,,20,Greenland,pixa__,Lostnation,"(2734.30, 53.42, -10696.57)"
"",,,,,,20,Georgian_Kingdom,RinneganPT,_carb,"(2726.78, 57.04, -10703.16)"
"",,,,,,20,Greenland,lilbrobro,rolyy,"(2678.52, 59.00, -10684.70)"
"",,,,,,20,Georgian_Kingdom,rolyy,lukinhaseuro,"(2700.43, 62.80, -10709.91)"
"",,,,,,21,Georgian_Kingdom,RinneganPT,___Allen,"(2796.47, 63.73, -10726.46)"
"",,,,,,21,Greenland,TLCFoxer,Tlapss,"(2728.70, 61.23, -10704.10)"
"",,,,,,21,Greenland,kalkapat,RinneganPT,"(2729.79, 59.00, -10689.30)"
"",,,,,,21,Greenland,"#Fire tick",rolyy,"(2599.90, 63.00, -10664.70)"
"",,,,,,21,Greenland,Tgrlkona61,Offlined,"(2624.97, 67.54, -10687.69)"
"",,,,,,21,Georgian_Kingdom,NetflixAndMonkey,mucleck,"(2762.38, 63.00, -10735.93)"
"",,,,,,21,Greenland,S3xyTeo,NetflixAndMonkey,"(2706.16, 59.00, -10794.70)"
"",,,,,,21,Georgian_Kingdom,rolyy,___Allen,"(2601.70, 61.02, -10656.70)"
"",,,,,,21,Greenland,TiCTaCPoWer,Tlapss,"(2717.54, 63.00, -10672.99)"
"",,,,,,21,Greenland,Blackystone,xKotaro,"(2669.06, 63.00, -10767.73)"
"",,,,,,21,Greenland,TiCTaCPoWer,Lapri,"(2617.45, 66.82, -10673.17)"
"",,,,,,21,Greenland,Ezoteric_,rolyy,"(2609.70, 67.57, -10653.63)"
"",,,,,,21,Georgian_Kingdom,rolyy,Reerr,"(2603.42, 65.20, -10650.91)"
"",,,,,,22,Greenland,CantHitMe,rolyy,"(2636.70, 61.78, -10658.70)"
"",,,,,,22,Greenland,CantHitMe,rolyy,"(2603.35, 59.21, -10658.30)"
"",,,,,,22,Greenland,TiCTaCPoWer,rolyy,"(2596.53, 45.00, -10673.30)"
"",,,,,,23,Greenland,Hytes,rolyy,"(2608.30, 62.33, -10654.46)"
"",,,,,,23,Greenland,RedArt,NetflixAndMonkey,"(2745.30, 67.17, -10601.63)"
"",,,,,,23,Greenland,Tgrlkona61,Vertq,"(2641.32, 64.57, -10664.31)"
"",,,,,,23,Greenland,Ezoteric_,rolyy,"(2692.70, 61.22, -10735.70)"
"",,,,,,23,Greenland,Teagled,Zoooos,"(2698.30, 59.05, -10711.70)"
"",,,,,,23,Georgian_Kingdom,5EERGI,Ezoteric_,"(2693.69, 60.53, -10734.30)"
"",,,,,,23,Georgian_Kingdom,Offlined,kalkapat,"(2633.30, 58.93, -10678.18)"
"",,,,,,23,Greenland,Hytes,tsotne07,"(2673.02, 63.00, -10742.67)"
"",,,,,,23,Greenland,___Allen,RinneganPT,"(2680.32, 63.00, -10722.23)"
"",,,,,,23,Greenland,Teagled,Zoooos,"(2682.22, 63.00, -10726.16)"
"",,,,,,23,Greenland,NotSteve24,NetflixAndMonkey,"(2631.89, 67.74, -10629.85)"
"",,,,,,23,Georgian_Kingdom,5EERGI,Teagled,"(2601.70, 54.51, -10660.30)"
"",,,,,,23,Georgian_Kingdom,NetflixAndMonkey,Thwerrve,"(2640.98, 63.25, -10756.45)"
"",,,,,,23,Georgian_Kingdom,5EERGI,NotSteve24,"(2733.01, 60.82, -10684.34)"
"",,,,,,23,Georgian_Kingdom,Lostnation,Ezoteric_,"(2728.78, 60.03, -10687.64)"
"",,,,,,23,Greenland,monkeynick123ooh,Offlined,"(2612.30, 64.00, -10673.29)"
"",,,,,,23,Greenland,monkeynick123ooh,Offlined,"(2621.98, 67.03, -10624.00)"
"",,,,,,23,Georgian_Kingdom,Offlined,TheRealJewy,"(2631.70, 66.98, -10657.70)"
"",,,,,,23,Greenland,___Allen,Titan_A,"(2624.82, 65.07, -10682.99)"
"",,,,,,23,Georgian_Kingdom,Sluys,Ezoteric_,"(2714.55, 66.78, -10806.01)"
"",,,,,,23,Georgian_Kingdom,Offlined,Hytes,"(2737.02, 64.04, -10658.30)"
"",,,,,,23,Greenland,HotDogK1d,RinneganPT,"(2719.87, 54.00, -10706.86)"
"",,,,,,23,Greenland,TLCFoxer,5EERGI,"(2746.22, 63.00, -10755.26)"
"",,,,,,23,Georgian_Kingdom,N4p0l30n,Hytes,"(2601.69, 51.15, -10654.67)"
"",,,,,,23,Georgian_Kingdom,Bovada,kukuzavrik,"(2596.64, 43.94, -10684.70)"
"",,,,,,23,Georgian_Kingdom,RedstoneBeam,Tgrlkona61,"(2591.70, 24.14, -10705.72)"
"",,,,,,23,Georgian_Kingdom,5EERGI,_Hank_Schrader,"(2592.48, 29.00, -10714.86)"
"",,,,,,24,Georgian_Kingdom,5EERGI,UghBraces,"(2637.70, 59.73, -10683.30)"
"",,,,,,24,Georgian_Kingdom,Tlapss,mika610,"(2638.64, 46.92, -10686.02)"
"",,,,,,24,Georgian_Kingdom,rolyy,Missense,"(2716.70, 59.08, -10729.70)"
"",,,,,,24,Georgian_Kingdom,wLost,RedArt,"(2648.47, 64.18, -10773.13)"
"",,,,,,24,Georgian_Kingdom,IgnMessi,7Glory,"(2715.74, 62.03, -10720.96)"
"",,,,,,24,Georgian_Kingdom,RedstoneBeam,icrft,"(2616.66, 63.00, -10746.46)"
"",,,,,,24,Georgian_Kingdom,MDJayy,N3ghtmare,"(2717.18, 62.64, -10731.18)"
"",,,,,,24,Georgian_Kingdom,TR3V0X,MES0P0TAMIA,"(2743.55, 63.12, -10738.52)"
"",,,,,,24,Greenland,___Allen,Titan_A,"(2774.16, 54.77, -10681.15)"
"",,,,,,24,Georgian_Kingdom,rolyy,Ismet_Djuheric,"(2797.70, 60.08, -10684.30)"
"",,,,,,24,Georgian_Kingdom,6mint9,Hytes,"(2788.30, 60.14, -10685.70)"
"",,,,,,24,Georgian_Kingdom,Chrqssy,___Allen,"(2760.14, 53.59, -10714.24)"
"",,,,,,24,Georgian_Kingdom,TR3V0X,HotDogK1d,"(2747.30, 49.60, -10719.70)"
"",,,,,,24,Greenland,___Allen,_Jackfish_,"(2737.30, 24.76, -10724.10)"
"",,,,,,24,Georgian_Kingdom,N4p0l30n,Tgrlkona61,"(2749.99, 44.00, -10718.30)"
"",,,,,,24,Georgian_Kingdom,Nekometa13,___Allen,"(2740.47, 66.02, -10720.10)"
"",,,,,,24,Georgian_Kingdom,IgnMessi,kalkapat,"(2781.70, 78.56, -10722.70)"
"",,,,,,24,Georgian_Kingdom,RedstoneBeam,TheRealJewy,"(2765.70, 52.85, -10716.30)"
"",,,,,,24,Georgian_Kingdom,IgnMessi,mervster,"(2762.61, 24.80, -10721.41)"
"",,,,,,24,Georgian_Kingdom,rolyy,MES0P0TAMIA,"(2767.07, 63.00, -10727.70)"
"",,,,,,24,Georgian_Kingdom,Chrqssy,Cubanned,"(2737.30, 28.67, -10722.98)"
"",,,,,,24,Greenland,TiCTaCPoWer,5EERGI,"(2742.30, 63.80, -10726.30)"
"",,,,,,24,Greenland,TiCTaCPoWer,rolyy,"(2745.68, 63.48, -10733.70)"
"",,,,,,24,Greenland,___Allen,NetflixAndMonkey,"(2745.04, 63.00, -10731.68)"
"",,,,,,24,Greenland,___Allen,6mint9,"(2765.67, 63.05, -10729.43)"
"",,,,,,24,Georgian_Kingdom,Chrqssy,TridentChugger,"(2711.61, 63.15, -10683.27)"
"",,,,,,24,Georgian_Kingdom,Offlined,Tgrlkona61,"(2739.70, 49.18, -10717.68)"
"",,,,,,24,Georgian_Kingdom,5EERGI,TridentChugger,"(2769.70, 63.00, -10723.81)"
"",,,,,,24,Greenland,Hytes,Lostnation,"(2738.32, 24.87, -10721.30)"
"",,,,,,24,Georgian_Kingdom,IgnMessi,HotDogK1d,"(2730.30, 49.08, -10724.30)"
"",,,,,,24,Georgian_Kingdom,NetflixAndMonkey,MES0P0TAMIA,"(2766.45, 67.00, -10725.31)"
"",,,,,,24,Georgian_Kingdom,6mint9,HotDogKidReal,"(2759.37, 64.98, -10736.30)"
"",,,,,,24,Georgian_Kingdom,Adzy,___Allen,"(2778.70, 63.31, -10719.20)"
"",,,,,,25,Georgian_Kingdom,rolyy,MES0P0TAMIA,"(2740.30, 67.00, -10729.18)"
"",,,,,,25,Georgian_Kingdom,xKotaro,RedArt,"(2813.31, 67.09, -10756.78)"
"",,,,,,25,Georgian_Kingdom,IgnMessi,kalkapat,"(2720.30, 64.36, -10662.51)"
"",,,,,,25,Greenland,pixa__,5EERGI,"(2704.30, 57.00, -10705.51)"
"",,,,,,25,Greenland,pixa__,CaelusX,"(2708.70, 64.17, -10677.40)"
"",,,,,,25,Greenland,Hytes,5EERGI,"(2722.88, 59.71, -10732.01)"
"",,,,,,25,Greenland,HotDogK1d,CaelusX,"(2656.30, 61.00, -10716.70)"
"",,,,,,25,Greenland,kalkapat,6mint9,"(2627.82, 64.00, -10698.29)"
"",,,,,,25,Greenland,UghBraces,Bovada,"(2621.44, 64.00, -10708.50)"
"",,,,,,25,Georgian_Kingdom,wLost,W00BACK,"(2693.70, 63.45, -10692.70)"
"",,,,,,25,Georgian_Kingdom,Sluys,ISupportDaJews,"(2701.00, 64.23, -10672.47)"
"",,,,,,25,Georgian_Kingdom,Chrqssy,TridentChugger,"(2681.30, 59.12, -10697.36)"
"",,,,,,25,Greenland,lukinhaseuro,SirMoneyBags36,"(2631.82, 65.00, -10663.99)"
"",,,,,,25,Georgian_Kingdom,xKotaro,Hytes,"(2672.16, 67.64, -10619.43)"
"",,,,,,25,Georgian_Kingdom,xKotaro,RedArt,"(2690.63, 64.50, -10654.66)"
"",,,,,,25,Georgian_Kingdom,wLost,HotDogK1d,"(2689.21, 64.55, -10739.23)"
"",,,,,,25,Georgian_Kingdom,Sluys,lukinhaseuro,"(2759.50, 66.68, -10838.95)"
"",,,,,,25,Greenland,Biz0n_CZ,N4p0l30n,"(2736.18, 59.52, -10685.70)"
"",,,,,,25,Greenland,TridentChugger,5EERGI,"(2667.30, 67.52, -10658.09)"
"",,,,,,25,Georgian_Kingdom,Offlined,Reerr,"(2733.79, 69.38, -10620.83)"
"",,,,,,25,Georgian_Kingdom,Tlapss,Cubanned,"(2726.70, 61.32, -10699.08)"
"",,,,,,25,Georgian_Kingdom,Nekometa13,W00BACK,"(2719.32, 61.17, -10740.03)"
"",,,,,,25,Georgian_Kingdom,TR3V0X,HotDogKidReal,"(2687.29, 63.00, -10676.70)"
"",,,,,,25,Greenland,TiCTaCPoWer,Offlined,"(2766.70, 50.64, -10716.30)"
"",,,,,,25,Greenland,HotDogK1d,Nekometa13,"(2748.30, 45.46, -10718.30)"
"",,,,,,25,Greenland,0Moe,rolyy,"(2745.34, 47.32, -10712.37)"
"",,,,,,26,Georgian_Kingdom,Tlapss,0Moe,"(2733.40, 63.30, -10734.70)"
"",,,,,,26,Greenland,TiCTaCPoWer,wLost,"(2784.37, 64.50, -10636.35)"
"",,,,,,26,Greenland,TiCTaCPoWer,Titan_A,"(2762.95, 64.04, -10782.88)"
"",,,,,,26,Georgian_Kingdom,f3rnandes,Reerr,"(2704.30, 60.54, -10724.30)"
"",,,,,,26,Greenland,mucleck,_ThatKid,"(2692.58, 63.00, -10722.24)"
"",,,,,,26,Georgian_Kingdom,Tlapss,CopTop_YT,"(2720.30, 60.83, -10673.30)"
"",,,,,,26,Greenland,NotSteve24,wLost,"(2602.64, 65.27, -10657.21)"
"",,,,,,26,Greenland,Hytes,rolyy,"(2596.30, 45.00, -10673.42)"
"",,,,,,27,Georgian_Kingdom,N4p0l30n,NASA_Worker,"(2755.59, 46.44, -10712.68)"
"",,,,,,27,Greenland,CartelClapper,CaelusX,"(2741.61, 63.00, -10713.79)"
"",,,,,,27,Greenland,CartelClapper,N4p0l30n,"(2721.34, 63.00, -10724.30)"
"",,,,,,27,Georgian_Kingdom,Pupunan,CartelClapper,"(2765.70, 64.09, -10732.70)"
"",,,,,,27,Georgian_Kingdom,Pupunan,Hytes,"(2763.70, 63.12, -10735.07)"
"",,,,,,27,Georgian_Kingdom,MDJayy,0Moe,"(2762.30, 63.42, -10732.40)"
"",,,,,,27,Georgian_Kingdom,rolyy,RedArt,"(2743.70, 63.00, -10733.07)"
"",,,,,,28,Greenland,RedArt,_Jackfish_,"(2732.69, 54.28, -10708.23)"
"",,,,,,28,Georgian_Kingdom,Pupunan,RedArt,"(2732.70, 55.18, -10708.43)"
"",,,,,,28,Georgian_Kingdom,rolyy,icrft,"(2749.12, 59.08, -10677.76)"
"",,,,,,28,Georgian_Kingdom,Chrqssy,TexMexPenguin,"(2742.70, 59.48, -10719.70)"
"",,,,,,28,Greenland,pixa__,_ThatKid,"(2766.17, 25.59, -10721.31)"
"",,,,,,28,Georgian_Kingdom,Chrqssy,TitaCrafter,"(2731.67, 52.21, -10711.03)"
"",,,,,,28,Georgian_Kingdom,Pupunan,AnCatt,"(2738.69, 63.66, -10722.77)"
"",,,,,,28,Greenland,Hytes,rolyy,"(2737.83, 24.00, -10733.87)"
"",,,,,,28,Georgian_Kingdom,Chrqssy,TridentChugger,"(2770.30, 63.48, -10721.07)"
"",,,,,,29,Georgian_Kingdom,rolyy,TridentChugger,"(2817.15, 66.26, -10739.50)"
"",,,,,,29,Greenland,TridentChugger,N4p0l30n,"(2741.15, 18.04, -10727.70)"
"",,,,,,29,Greenland,TridentChugger,ThiccBoyZach,"(2737.72, 24.58, -10726.31)"
"",,,,,,29,Georgian_Kingdom,MDJayy,HotDogKidReal,"(2819.57, 63.35, -10737.10)"
"",,,,,,29,Georgian_Kingdom,MDJayy,pixa__,"(2765.63, 64.76, -10722.70)"
"",,,,,,29,Georgian_Kingdom,MDJayy,JosePRizal,"(2833.42, 68.18, -10766.18)"
"",,,,,,29,Georgian_Kingdom,Lostnation,pixa__,"(2738.70, 62.63, -10730.30)"
"",,,,,,30,Georgian_Kingdom,Chrqssy,TridentChugger,"(2754.30, 64.00, -10726.30)"
"",,,,,,30,Georgian_Kingdom,Untrusty,Garama,"(2739.30, 50.31, -10722.70)"
"",,,,,,30,Georgian_Kingdom,Lostnation,S3xyTeo,"(2739.93, 24.00, -10734.70)"
"",,,,,,30,Georgian_Kingdom,MDJayy,Sihor,"(2766.70, 27.97, -10722.70)"
"",,,,,,30,Georgian_Kingdom,Untrusty,mucleck,"(2737.68, 25.29, -10734.68)"
"",,,,,,30,Greenland,Garama,tuxc,"(2737.30, 19.00, -10723.07)"
"",,,,,,30,Georgian_Kingdom,MDJayy,Garama,"(2758.49, 23.00, -10737.70)"
"",,,,,,30,Greenland,HotDogKidReal,Untrusty,"(2749.70, 63.00, -10733.33)"
"",,,,,,30,Greenland,Garama,Bolsonaro_2026,"(2749.62, 63.00, -10733.70)"
"",,,,,,31,Georgian_Kingdom,Volarys_Merchant,UghBraces,"(2830.13, 67.29, -10758.70)"
"",,,,,,31,Georgian_Kingdom,Barters,HotDogKidReal,"(2744.28, 63.20, -10728.08)"
"",,,,,,31,Greenland,Garama,MDJayy,"(2747.30, 54.00, -10743.70)"
"",,,,,,31,Georgian_Kingdom,Bolsonaro_2026,TheRealJewy,"(2760.30, 67.58, -10734.70)"
"",,,,,,31,Greenland,Garama,Untrusty,"(2729.37, 56.00, -10734.54)"
"",,,,,,31,Georgian_Kingdom,Barters,ISupportDaJews,"(2782.36, 67.60, -10777.68)"
"",,,,,,31,Greenland,mervster,rolyy,"(2760.30, 63.05, -10727.47)"
"",,,,,,31,Georgian_Kingdom,_ThatKid,Sihor,"(2853.25, 64.04, -10754.16)"
"",,,,,,31,Georgian_Kingdom,Barters,mervster,"(2887.70, 65.37, -10719.69)"
"",,,,,,31,Georgian_Kingdom,_ThatKid,lukinhaseuro,"(2766.26, 65.57, -10722.70)"
"",,,,,,31,Georgian_Kingdom,Barters,mervster,"(2766.70, 24.02, -10721.30)"
"",,,,,,31,Georgian_Kingdom,vCammy,ISupportDaJews,"(2767.70, 24.05, -10725.70)"
"",,,,,,32,Georgian_Kingdom,_ThatKid,TheRealJewy,"(2766.70, 27.80, -10722.64)"
"",,,,,,32,Greenland,mervster,tuxc,"(2726.79, 63.15, -10728.90)"
"",,,,,,32,Greenland,toushen,Bolsonaro_2026,"(2747.70, 54.00, -10741.30)"
"",,,,,,32,Georgian_Kingdom,TeaBurger,lilbrobro,"(2736.44, 44.81, -10765.30)"
"",,,,,,32,Greenland,RedArt,TeaBurger,"(2751.70, 44.04, -10752.30)"
"",,,,,,32,Greenland,mervster,MDJayy,"(2736.30, 44.37, -10765.39)"
"",,,,,,33,Georgian_Kingdom,TeaBurger,_Cheems,"(2741.29, 56.00, -10701.30)"
"",,,,,,33,Greenland,Tqnooki,Volarys_Merchant,"(2725.30, 52.00, -10707.30)"
"",,,,,,33,Georgian_Kingdom,MDJayy,pixa__,"(2730.54, 51.82, -10713.97)"
"",,,,,,33,Greenland,Hytes,Chrqssy,"(2732.72, 53.74, -10714.89)"
"",,,,,,33,Greenland,monkeynick123ooh,NetflixAndMonkey,"(2741.70, 56.00, -10701.30)"
"",,,,,,33,Greenland,monkeynick123ooh,TeaBurger,"(2729.65, 51.00, -10710.65)"
"",,,,,,33,Georgian_Kingdom,MDJayy,mervster,"(2726.17, 41.57, -10731.44)"
"",,,,,,33,Georgian_Kingdom,Anna897,RedArt,"(2730.53, 39.10, -10729.61)"
"",,,,,,33,Georgian_Kingdom,NetflixAndMonkey,Hytes,"(2727.42, 38.77, -10724.30)"
"",,,,,,33,Georgian_Kingdom,Barters,Hytes,"(2735.00, 63.84, -10730.82)"
"",,,,,,33,Georgian_Kingdom,RedstoneBeam,TitaCrafter,"(2738.30, 63.14, -10716.07)"
"",,,,,,39,Georgian_Kingdom,SleaseyCheese,TLCarnas,"(2738.19, 63.10, -10721.17)"
"",,,,,,39,Georgian_Kingdom,5EERGI,TLCarnas,"(2735.29, 67.21, -10715.05)"
"",,,,,,40,Georgian_Kingdom,SleaseyCheese,SixthThreat,"(2742.77, 63.95, -10736.56)"
"",,,,,,40,Greenland,TLCarnas,Zoooos,"(2754.30, 49.18, -10730.70)"
"",,,,,,40,Greenland,TLCFoxer,TR3V0X,"(2720.64, 63.08, -10752.23)"
"",,,,,,40,Georgian_Kingdom,"#Fire tick",Blackystone,"(2738.30, 56.00, -10738.30)"
"",,,,,,40,Greenland,lilbrobro,Zoooos,"(2749.69, 59.02, -10748.30)"
"",,,,,,40,Georgian_Kingdom,wLost,TLCarnas,"(2742.31, 63.00, -10716.55)"
"",,,,,,40,Georgian_Kingdom,5EERGI,TLCFoxer,"(2722.07, 59.24, -10709.70)"
"",,,,,,41,Greenland,Ezoteric_,N4p0l30n,"(2683.60, 63.61, -10715.45)"
"",,,,,,41,Greenland,Ezoteric_,TR3V0X,"(2747.88, 47.00, -10711.62)"
"",,,,,,41,Greenland,TLCarnas,Pupunan,"(2717.85, 65.33, -10632.98)"
"",,,,,,41,Georgian_Kingdom,5EERGI,NonStopYuno,"(2707.41, 63.20, -10679.71)"
"",,,,,,41,Georgian_Kingdom,Pupunan,NonStopYuno,"(2713.70, 59.00, -10739.99)"
"",,,,,,41,Georgian_Kingdom,SleaseyCheese,TheTechnos_,"(2701.33, 60.21, -10730.70)"
"",,,,,,41,Georgian_Kingdom,Pupunan,Ezoteric_,"(2729.56, 59.21, -10699.13)"
"",,,,,,41,Greenland,NonStopYuno,5EERGI,"(2697.31, 61.91, -10724.25)"
"",,,,,,41,Georgian_Kingdom,N4p0l30n,NonStopYuno,"(2727.30, 60.33, -10722.31)"
"",,,,,,42,Greenland,TiCTaCPoWer,N4p0l30n,"(2726.34, 59.00, -10706.72)"
"",,,,,,42,Greenland,Xavlummea,Tlapss,"(2705.30, 60.13, -10739.70)"
"",,,,,,42,Georgian_Kingdom,Pupunan,Xavlummea,"(2738.70, 50.92, -10751.70)"
"",,,,,,42,Georgian_Kingdom,Tlapss,C4SHB4G,"(2691.92, 65.25, -10663.52)"
"",,,,,,42,Greenland,TiCTaCPoWer,Tlapss,"(2778.03, 63.57, -10703.99)"
"",,,,,,42,Greenland,TiCTaCPoWer,TR3V0X,"(2775.52, 64.52, -10758.71)"
"",,,,,,42,Greenland,C4SHB4G,TR3V0X,"(2766.69, 24.12, -10725.04)"
"",,,,,,42,Georgian_Kingdom,Pupunan,Xavlummea,"(2839.93, 67.28, -10668.70)"
"",,,,,,42,Georgian_Kingdom,wLost,C4SHB4G,"(2734.96, 55.14, -10712.52)"
"",,,,,,42,Georgian_Kingdom,Pupunan,mervster,"(2733.30, 64.50, -10725.78)"
"",,,,,,42,Georgian_Kingdom,xKotaro,Xavlummea,"(2787.02, 63.00, -10757.91)"
"",,,,,,42,Greenland,lukinhaseuro,Tlapss,"(2738.53, 26.00, -10728.54)"
"",,,,,,42,Greenland,lukinhaseuro,SleaseyCheese,"(2746.97, 24.83, -10722.19)"
"",,,,,,43,Georgian_Kingdom,SleaseyCheese,Missense,"(2875.77, 70.13, -10682.06)"
"",,,,,,43,Greenland,Ezoteric_,xKotaro,"(2731.77, 61.00, -10724.70)"
"",,,,,,43,Georgian_Kingdom,rolyy,Ezoteric_,"(2734.70, 61.78, -10727.70)"
"",,,,,,43,Georgian_Kingdom,rolyy,NotSteve24,"(2738.06, 19.13, -10721.78)"
"",,,,,,43,Greenland,NotSteve24,futromanizelow,"(2732.38, 50.43, -10718.77)"
"",,,,,,43,Greenland,Ezoteric_,xKotaro,"(2732.44, 50.35, -10717.30)"
"",,,,,,43,Georgian_Kingdom,rolyy,Missense,"(2730.35, 51.00, -10719.06)"
"",,,,,,43,Georgian_Kingdom,Pupunan,NotSteve24,"(2766.30, 28.00, -10721.70)"
"",,,,,,43,Georgian_Kingdom,5EERGI,TiCTaCPoWer,"(2759.93, 24.80, -10722.70)"
"",,,,,,43,Georgian_Kingdom,xKotaro,Ezoteric_,"(2773.59, 67.77, -10723.30)"
"",,,,,,43,Georgian_Kingdom,xKotaro,lukinhaseuro,"(2760.18, 63.64, -10771.08)"
"",,,,,,43,Greenland,TiCTaCPoWer,tithanur,"(2737.46, 24.76, -10726.73)"
"",,,,,,43,Greenland,___Allen,futromanizelow,"(2745.29, 24.00, -10721.61)"
"",,,,,,43,Greenland,TiCTaCPoWer,5EERGI,"(2738.61, 19.42, -10721.30)"
"",,,,,,43,Georgian_Kingdom,xKotaro,Cubanned,"(2797.66, 63.66, -10718.19)"
"",,,,,,43,Georgian_Kingdom,SleaseyCheese,Ezoteric_,"(2738.40, 62.31, -10733.22)"
"",,,,,,43,Greenland,S3xyTeo,SleaseyCheese,"(2737.30, 24.75, -10724.65)"
"",,,,,,43,Greenland,S3xyTeo,rolyy,"(2762.63, 24.20, -10721.52)"
"",,,,,,44,Greenland,Ezoteric_,tithanur,"(2692.56, 64.44, -10727.94)"
"",,,,,,44,Georgian_Kingdom,Pupunan,Ezoteric_,"(2829.13, 65.38, -10745.72)"
"",,,,,,44,Greenland,TiCTaCPoWer,Tlapss,"(2739.07, 63.59, -10712.30)"
"",,,,,,44,Greenland,B0nkers_69,Pupunan,"(2697.30, 64.59, -10710.30)"
"",,,,,,44,Georgian_Kingdom,MDJayy,lukinhaseuro,"(2677.40, 66.60, -10721.28)"
"",,,,,,44,Georgian_Kingdom,rolyy,Tgrlkona61,"(2760.14, 50.00, -10715.36)"
"",,,,,,44,Greenland,S3xyTeo,Pupunan,"(2752.30, 62.33, -10718.16)"
"",,,,,,44,Georgian_Kingdom,rolyy,ezvl,"(2760.35, 55.98, -10707.32)"
"",,,,,,44,Greenland,TLCarnas,rolyy,"(2761.90, 50.50, -10714.25)"
"",,,,,,44,Greenland,Ezoteric_,Lapri,"(2727.55, 55.55, -10704.46)"
"",,,,,,44,Georgian_Kingdom,Tlapss,Tgrlkona61,"(2736.09, 82.15, -10718.33)"
"",,,,,,45,Greenland,TiCTaCPoWer,xKotaro,"(2710.65, 57.00, -10689.32)"
"",,,,,,45,Greenland,lukinhaseuro,RE4LPr0,"(2743.73, 63.80, -10837.33)"
"",,,,,,45,Georgian_Kingdom,5EERGI,Ezoteric_,"(2735.57, 54.91, -10718.70)"
"",,,,,,45,Greenland,TLCarnas,5EERGI,"(2750.70, 37.00, -10713.30)"
"",,,,,,45,Georgian_Kingdom,Pupunan,NotSteve24,"(2734.21, 52.29, -10717.30)"
"",,,,,,45,Greenland,ezvl,RE4LPr0,"(2760.30, 47.00, -10714.37)"
"",,,,,,45,Greenland,HotDogK1d,_ThatKid,"(2757.24, 44.24, -10722.54)"
"",,,,,,45,Greenland,Ezoteric_,futromanizelow,"(2742.64, 49.14, -10715.88)"
"",,,,,,45,Greenland,TiCTaCPoWer,rolyy,"(2754.30, 52.63, -10694.70)"
"",,,,,,45,Georgian_Kingdom,Lapri,S3xyTeo,"(2758.66, 50.79, -10714.70)"
"",,,,,,45,Georgian_Kingdom,Lapri,75fps,"(2752.70, 48.36, -10713.70)"
"",,,,,,45,Georgian_Kingdom,6mint9,kukuzavrik,"(2756.05, 45.76, -10717.70)"
"",,,,,,45,Greenland,Ruzmarin,MDJayy,"(2749.70, 39.12, -10717.70)"
"",,,,,,45,Georgian_Kingdom,Lapri,Ezoteric_,"(2753.36, 44.20, -10719.05)"
"",,,,,,45,Greenland,ezvl,tsotne07,"(2738.70, 19.06, -10721.40)"
"",,,,,,45,Georgian_Kingdom,Nekometa13,Ruzmarin,"(2751.30, 38.36, -10715.30)"
"",,,,,,45,Georgian_Kingdom,rolyy,NotSteve24,"(2742.59, 38.36, -10719.69)"
"",,,,,,45,Greenland,TiCTaCPoWer,RE4LPr0,"(2737.30, 28.31, -10725.50)"
"",,,,,,45,Greenland,Ruzmarin,Nekometa13,"(2739.05, 69.00, -10715.95)"
"",,,,,,45,Georgian_Kingdom,Lostnation,mucleck,"(2741.30, 57.39, -10718.68)"
"",,,,,,45,Greenland,TLCarnas,rolyy,"(2744.30, 36.00, -10712.17)"
"",,,,,,45,Greenland,NotSteve24,Tlapss,"(2767.70, 67.56, -10669.44)"
"",,,,,,45,Greenland,Ezoteric_,MDJayy,"(2741.98, 54.99, -10712.19)"
"",,,,,,45,Georgian_Kingdom,Nekometa13,Ezoteric_,"(2751.47, 59.00, -10704.51)"
"",,,,,,45,Greenland,Reerr,tsotne07,"(2732.70, 60.12, -10721.68)"
"",,,,,,45,Greenland,TLCarnas,Lostnation,"(2740.29, 51.00, -10717.30)"
"",,,,,,45,Greenland,Reerr,_ThatKid,"(2698.30, 60.00, -10724.30)"
"",,,,,,45,Greenland,Ruzmarin,Pupunan,"(2734.46, 38.58, -10704.30)"
"",,,,,,45,Greenland,Xavlummea,6mint9,"(2738.60, 54.00, -10705.30)"
"",,,,,,46,Greenland,pixa__,Tlapss,"(2710.70, 58.91, -10689.30)"
"",,,,,,46,Greenland,pixa__,xKotaro,"(2709.40, 65.43, -10655.69)"
"",,,,,,46,Georgian_Kingdom,MDJayy,aree,"(2677.36, 65.54, -10804.64)"
"",,,,,,46,Georgian_Kingdom,MDJayy,Ruzmarin,"(2714.99, 63.42, -10783.30)"
